lon,lat,elev,mat,cti_roc,mat_roc,t_tracking_ratio
-110.83171191155034,31.845099748364934,1.5389010251799442,17.31086020758918,-0.002085245330626476,0.030450352146598962,-0.08012505672166007
-109.71343047687584,32.12176477123409,1.823593392971866,15.68907249976209,0.010341854893868099,0.03677150017088834,0.26714990492457763
-110.20413129257814,33.58402907489161,1.7104827614414255,14.882794205310944,0.006693278910368061,0.04257060007618167,0.15502288627841335
-109.06616654294477,33.47804555193008,2.0769671252942947,12.674681865559402,0.03884679498220554,0.04626843626766153,0.8472554529128383
-107.8628559519922,33.33472313773919,2.3017563552953373,11.820140693558042,0.0076757217522592245,0.055787542921873275,0.13882696432893674
-105.69000805762508,33.21688004374532,2.2163256567227743,12.092905606651334,-0.011053359360284834,0.06017602467687769,-0.17989783454106364
-86.14843791434633,33.62286246439978,0.2547124798123502,17.512278951844014,-0.0023689398196706283,0.02080529045779849,-0.08707868334956424
-113.72476492974667,34.82154480200733,1.0495151411465302,19.4541367369902,0.08756444157569587,0.039639849850734654,2.135505003724073
-112.57625216970561,34.89952531016621,1.6546037199644443,14.850556317961502,0.00493331270317943,0.04301066718312042,0.11319931920343025
-111.35627933198792,34.49627563861527,1.7687736428517378,14.147567823301795,0.02499406152044724,0.04293362143317074,0.5956776532208297
-109.73893178728606,34.00025616600751,2.369349941424463,10.469220709591674,0.0023876374236089207,0.043500355611014944,0.055411511289832696
-108.12247577390191,34.6235410300615,2.4388267741492182,10.14451490628442,-0.0015449942179427904,0.04100248096515566,-0.16386251426038634
-106.55313352050779,34.499991751475534,2.0611242007253203,12.67893248779905,-0.0022444156429461517,0.050048192719331606,-0.0486028391747965
-94.6160854384615,34.732627217767146,0.3682520836047621,16.504095789452904,0.003886297986611942,0.04693274196715848,0.08538491190227296
-93.51411085983801,34.8316456896889,0.2739333897471305,16.806813164503,0.0011001691308352,0.04180880638297597,0.022785823529077327
-85.73604246358929,34.778153929556176,0.3509433413145745,16.138896421779574,0.005207050939889344,0.03403858845173754,0.16345056983507653
-84.1394454368006,34.91850168857209,0.69679992181363,14.115919678819676,-0.0015835756569342577,0.029069639772216216,-0.04925324578621485
-82.84834192967672,35.0961016978014,0.7517119154111104,13.65579376125614,0.0064243789732310805,0.02567468566430283,0.24810803335019063
-118.36042752762438,36.114493917712984,2.459146846919866,8.195056068417392,-0.005287056874318203,0.022025525587239848,-0.2561808098463824
-115.15377081173719,35.675787358012776,1.7466751556181148,14.818055799605146,2.424876438097704e-4,0.03420118209750545,-0.008810794984610596
-113.24159830328946,35.73291867119244,1.76593960682408,14.001457963910013,0.011324307989505792,0.041521682254234006,0.27177649685859206
-112.02154507345075,35.590579490972594,2.1826281094715005,10.950229857850232,0.0066873904614212516,0.04370348749886098,0.1422167417647546
-110.31816066071329,36.38504167544958,2.101560316792163,11.40059005721131,-4.5523857121575797e-4,0.03039078932169966,-0.023128127831474846
-109.05404242343677,35.932038924953396,2.2847226740353985,10.420574212104741,-0.03405556971688776,0.026423911777719078,-1.3231117966915602
-107.00256224231835,35.768130934691165,2.350508891181309,9.68783714749933,-0.004479017992464626,0.03892265596386235,-0.08545384985009087
-105.87266254734476,35.9362158615102,2.5360450116420186,8.085699411278414,-0.005064567709808437,0.05132501573039927,-0.09069560953782982
-104.62440912871904,36.1624591825654,2.105781814375357,10.572826158934298,-0.0059004176850439086,0.05379606430103788,-0.11796893596863915
-93.66624848117384,35.736116915154035,0.43345848452308966,15.109980915049977,0.004538565030655452,0.038634915795327435,0.1210636954196886
-92.66694678782832,35.704958562102,0.31410059265229817,15.644709041362715,0.003610131737287544,0.036366954565263586,0.10161384437084553
-85.88294089135391,35.60279771212261,0.3863293312763322,15.403794702180129,0.020890984563034867,0.041560111671797725,0.4890531885701993
-84.82003080653972,35.99653328375755,0.46645236918650046,14.699049194812279,-0.0020456101950568056,0.03895421453107917,-0.052363677466141297
-83.3184886523552,35.684872605590584,0.8408351606713056,12.733450060870409,0.0021002088669153244,0.02930897822589294,0.08021604824760799
-82.01001913223331,36.07710350831385,0.8550729456087324,12.415657269472494,0.003382473804038419,0.0252540907255834,0.13349584527880098
-80.72705809764727,36.35142828957303,0.46930231331468214,14.487014147011932,0.0023072192608196568,0.024165196649690215,0.09248734262154032
-119.61860061041895,37.56021252651815,1.8428757892620362,10.13119270822439,-9.878217710243612e-4,0.02912133500830686,-0.0357674137441654
-118.83747403293064,37.072039678814605,2.480586487982453,6.984165975091839,-4.8339573763608445e-4,0.03091965087787299,-0.02013198946386135
-117.4699554874166,37.42502227635703,2.056229917668612,11.514094447537412,0.0032075215058186804,0.029206893243554966,0.10172991019434077
-115.64608881814175,37.13370259343432,2.1936685375974294,11.19370724625826,0.0030817016090245075,0.031528646123928424,0.07112458942377603
-113.88268831214319,37.380902219097095,1.779378999955313,12.876984170575408,0.0013311649688823191,0.036098273146665576,0.03977689753310371
-112.61823164512874,37.38661978738773,2.084483454660596,10.382685077006112,-0.0034768897985862288,0.035509049793058904,-0.105627399738054
-111.58239324411493,37.33159153340351,1.9520300469323095,11.577214243821896,-0.00462097357117494,0.026316147953137654,-0.19480879006085328
-108.087187619421,37.31468998866991,2.293813760477239,8.655131059845694,-0.008884821889283776,0.01970156396433296,-0.38696615892026826
-106.74421853092892,37.21574505242287,2.736339639202614,5.531098258555744,-0.0061390681209943015,0.030244681077788087,-0.06375768366124457
-105.1722526808622,37.33306735725079,2.7129473790394663,5.931873243798987,-0.0020308163338268936,0.061873704304832876,-0.03154694093040861
-103.68327452117903,37.30479826842866,1.6179703929631144,12.455538114761673,0.015552383866517945,0.04658452910719222,0.3174735411059052
-83.9446639826746,36.684356631846214,0.49065170706064565,14.14782410587224,8.62974587769784e-4,0.03647211697050249,0.02814485853870165
-82.63268032738294,37.08113895967818,0.5389224292292141,13.502749616415691,-0.0011870422010042117,0.02860666453495806,-0.0424922078150601
-81.27929346792511,37.14378583387031,0.7967876292390058,11.943872509821027,0.005194667781128697,0.02244233879970538,0.231488183045935
