study,latin_name,historic_low_limit,historic_mean_limit,historic_upper_limit,modern_low_limit,modern_mean_elevation,modern_upper_limit,change_low_limit,change_mean_elevation,change_upper_limit
Telwala et al. 2013,Thlaspi alpestre,4562,NA,5171,4700,NA,5240,138,NA,69
Telwala et al. 2013,Viola biflora,4000,NA,4876,4200,NA,5248,200,NA,372
Telwala et al. 2013,Waldheimia tridactylites,4511,NA,5133,4500,NA,5129,-11,NA,-4
Telwala et al. 2013,Youngia depressa,4572,NA,4877,4507,NA,4916,-65,NA,39
Telwala et al. 2013,Youngia gracileps,4572,NA,4877,4507,NA,4965,-65,NA,88
Tingley 2011 Central,Agelaius phoeniceus,NA,NA,NA,NA,NA,NA,0,111,1416
Tingley 2011 Central,Aphelocoma californica,NA,NA,NA,NA,NA,NA,0,6,0
Tingley 2011 Central,Baeolophus inornatus,NA,NA,NA,NA,NA,NA,0,13,0
Tingley 2011 Central,Callipepla californica,NA,NA,NA,NA,NA,NA,0,3,0
Tingley 2011 Central,Calypte anna,NA,NA,NA,NA,NA,NA,-523,149,987
Tingley 2011 Central,Carpodacus cassinii,NA,NA,NA,NA,NA,NA,-681,-133,92
Tingley 2011 Central,Carpodacus mexicanus,NA,NA,NA,NA,NA,NA,0,22,0
Tingley 2011 Central,Carpodacus purpureus,NA,NA,NA,NA,NA,NA,0,592,1078
Tingley 2011 Central,Catharus guttatus,NA,NA,NA,NA,NA,NA,467,117,21
Tingley 2011 Central,Catherpes mexicanus,NA,NA,NA,NA,NA,NA,-523,-13,890
Tingley 2011 Central,Certhia americana,NA,NA,NA,NA,NA,NA,-331,-13,75
Tingley 2011 Central,Chamaea fasciata,NA,NA,NA,NA,NA,NA,0,0,-331
Tingley 2011 Central,Coccothraustes vespertinus,NA,NA,NA,NA,NA,NA,530,209,534
Tingley 2011 Central,Colaptes auratus,NA,NA,NA,NA,NA,NA,0,-32,-21
Tingley 2011 Central,Contopus cooperi,NA,NA,NA,NA,NA,NA,-198,3,823
Tingley 2011 Central,Contopus sordidulus,NA,NA,NA,NA,NA,NA,-28,-25,-386
Tingley 2011 Central,Cyanocitta stelleri,NA,NA,NA,NA,NA,NA,0,0,-17
Tingley 2011 Central,Dendragapus fuliginosus,NA,NA,NA,NA,NA,NA,347,28,-62
Tingley 2011 Central,Dendroica coronata,NA,NA,NA,NA,NA,NA,0,25,54
Tingley 2011 Central,Dendroica nigrescens,NA,NA,NA,NA,NA,NA,-198,-3,-280
Tingley 2011 Central,Dendroica occidentalis,NA,NA,NA,NA,NA,NA,-331,-22,-574
Tingley 2011 Central,Dendroica petechia,NA,NA,NA,NA,NA,NA,0,-98,-821
Tingley 2011 Central,Dryocopus pileatus,NA,NA,NA,NA,NA,NA,-114,0,233
Tingley 2011 Central,Empidonax difficilis,NA,NA,NA,NA,NA,NA,-523,9,482
Tingley 2011 Central,Empidonax hammondii,NA,NA,NA,NA,NA,NA,0,-89,-596
Tingley 2011 Central,Empidonax oberholseri,NA,NA,NA,NA,NA,NA,15,38,823
Tingley 2011 Central,Euphagus cyanocephalus,NA,NA,NA,NA,NA,NA,0,89,509
Tingley 2011 Central,Icteria virens,NA,NA,NA,NA,NA,NA,0,-171,-632
Tingley 2011 Central,Icterus bullockii,NA,NA,NA,NA,NA,NA,0,123,460
Tingley 2011 Central,Junco hyemalis,NA,NA,NA,NA,NA,NA,0,13,54
Tingley 2011 Central,Melanerpes formicivorus,NA,NA,NA,NA,NA,NA,0,16,114
Tingley 2011 Central,Melospiza lincolnii,NA,NA,NA,NA,NA,NA,-344,0,0
Tingley 2011 Central,Myadestes townsendi,NA,NA,NA,NA,NA,NA,-188,-3,0
Tingley 2011 Central,Myiarchus cinerascens,NA,NA,NA,NA,NA,NA,0,-108,-798
Tingley 2011 Central,Nucifraga columbiana,NA,NA,NA,NA,NA,NA,0,57,54
Tingley 2011 Central,Oporornis tolmiei,NA,NA,NA,NA,NA,NA,632,133,233
Tingley 2011 Central,Oreortyx pictus,NA,NA,NA,NA,NA,NA,0,41,300
Tingley 2011 Central,Passerella iliaca,NA,NA,NA,NA,NA,NA,-467,66,731
Tingley 2011 Central,Passerina amoena,NA,NA,NA,NA,NA,NA,-28,133,890
Tingley 2011 Central,Patagioenas fasciata,NA,NA,NA,NA,NA,NA,-632,130,821
Tingley 2011 Central,Pheucticus melanocephalus,NA,NA,NA,NA,NA,NA,0,-6,0
Tingley 2011 Central,Picoides albolarvatus,NA,NA,NA,NA,NA,NA,-467,-44,-362
Tingley 2011 Central,Picoides nuttallii,NA,NA,NA,NA,NA,NA,0,3,0
Tingley 2011 Central,Picoides pubescens,NA,NA,NA,NA,NA,NA,-1155,-9,0
Tingley 2011 Central,Picoides villosus,NA,NA,NA,NA,NA,NA,103,3,38
Tingley 2011 Central,Pipilo chlorurus,NA,NA,NA,NA,NA,NA,452,-3,-845
Tingley 2011 Central,Pipilo crissalis,NA,NA,NA,NA,NA,NA,0,0,0
Tingley 2011 Central,Pipilo maculatus,NA,NA,NA,NA,NA,NA,-28,38,482
Tingley 2011 Central,Piranga ludoviciana,NA,NA,NA,NA,NA,NA,0,-3,-14
Tingley 2011 Central,Poecile gambeli,NA,NA,NA,NA,NA,NA,0,-13,54
Tingley 2011 Central,Polioptila caerulea,NA,NA,NA,NA,NA,NA,523,9,331
Tingley 2011 Central,Psaltriparus minimus,NA,NA,NA,NA,NA,NA,0,16,1688
Tingley 2011 Central,Regulus calendula,NA,NA,NA,NA,NA,NA,949,421,0
Tingley 2011 Central,Regulus satrapa,NA,NA,NA,NA,NA,NA,0,0,206
Tingley 2011 Central,Salpinctes obsoletus,NA,NA,NA,NA,NA,NA,-495,272,92
Tingley 2011 Central,Sayornis nigricans,NA,NA,NA,NA,NA,NA,0,41,1485
Tingley 2011 Central,Sialia currucoides,NA,NA,NA,NA,NA,NA,-14,25,92
Tingley 2011 Central,Sialia mexicana,NA,NA,NA,NA,NA,NA,0,0,-198
Tingley 2011 Central,Sitta canadensis,NA,NA,NA,NA,NA,NA,-331,-3,38
Tingley 2011 Central,Sitta carolinensis,NA,NA,NA,NA,NA,NA,0,215,1003
Tingley 2011 Central,Sphyrapicus ruber,NA,NA,NA,NA,NA,NA,467,19,0
Tingley 2011 Central,Sphyrapicus thyroideus,NA,NA,NA,NA,NA,NA,-104,-22,-386
Tingley 2011 Central,Spinus pinus,NA,NA,NA,NA,NA,NA,570,174,461
Tingley 2011 Central,Spinus psaltria,NA,NA,NA,NA,NA,NA,0,-3,14
Tingley 2011 Central,Spizella passerina,NA,NA,NA,NA,NA,NA,1155,386,38
Tingley 2011 Central,Stellula calliope,NA,NA,NA,NA,NA,NA,467,351,748
Tingley 2011 Central,Tachycineta thalassina,NA,NA,NA,NA,NA,NA,0,3,-14
Tingley 2011 Central,Thryomanes bewickii,NA,NA,NA,NA,NA,NA,0,203,545
Tingley 2011 Central,Troglodytes aedon,NA,NA,NA,NA,NA,NA,-523,-6,369
Tingley 2011 Central,Turdus migratorius,NA,NA,NA,NA,NA,NA,-523,-142,461
Tingley 2011 Central,Tyrannus verticalis,NA,NA,NA,NA,NA,NA,0,3,0
Tingley 2011 Central,Vermivora celata,NA,NA,NA,NA,NA,NA,0,142,92
Tingley 2011 Central,Vermivora ruficapilla,NA,NA,NA,NA,NA,NA,0,-13,-17
Tingley 2011 Central,Vireo cassinii,NA,NA,NA,NA,NA,NA,0,294,233
Tingley 2011 Central,Vireo gilvus,NA,NA,NA,NA,NA,NA,0,13,362
Tingley 2011 Central,Wilsonia pusilla,NA,NA,NA,NA,NA,NA,0,-411,369
Tingley 2011 Central,Zenaida macroura,NA,NA,NA,NA,NA,NA,0,127,1266
Tingley 2011 Central,Zonotrichia leucophrys,NA,NA,NA,NA,NA,NA,570,165,54
Tingley 2011 Northern,Agelaius phoeniceus,NA,NA,NA,NA,NA,NA,0,59,-79
Tingley 2011 Northern,Aphelocoma californica,NA,NA,NA,NA,NA,NA,0,-21,-448
Tingley 2011 Northern,Baeolophus inornatus,NA,NA,NA,NA,NA,NA,0,13,0
Tingley 2011 Northern,Callipepla californica,NA,NA,NA,NA,NA,NA,0,59,539
Tingley 2011 Northern,Carpodacus cassinii,NA,NA,NA,NA,NA,NA,70,53,214
Tingley 2011 Northern,Carpodacus mexicanus,NA,NA,NA,NA,NA,NA,0,174,977
Tingley 2011 Northern,Carpodacus purpureus,NA,NA,NA,NA,NA,NA,-74,70,0
Tingley 2011 Northern,Catharus guttatus,NA,NA,NA,NA,NA,NA,-126,-120,-263
Tingley 2011 Northern,Certhia americana,NA,NA,NA,NA,NA,NA,0,3,279
Tingley 2011 Northern,Chondestes grammacus,NA,NA,NA,NA,NA,NA,24,-21,70
Tingley 2011 Northern,Cinclus mexicanus,NA,NA,NA,NA,NA,NA,392,160,-272
Tingley 2011 Northern,Coccothraustes vespertinus,NA,NA,NA,NA,NA,NA,392,198,488
Tingley 2011 Northern,Colaptes auratus,NA,NA,NA,NA,NA,NA,24,-35,-63
Tingley 2011 Northern,Contopus cooperi,NA,NA,NA,NA,NA,NA,392,0,10
Tingley 2011 Northern,Contopus sordidulus,NA,NA,NA,NA,NA,NA,0,11,0
Tingley 2011 Northern,Cyanocitta stelleri,NA,NA,NA,NA,NA,NA,74,-3,214
Tingley 2011 Northern,Dendroica coronata,NA,NA,NA,NA,NA,NA,74,40,204
Tingley 2011 Northern,Dendroica nigrescens,NA,NA,NA,NA,NA,NA,74,0,-204
Tingley 2011 Northern,Dendroica occidentalis,NA,NA,NA,NA,NA,NA,0,5,127
Tingley 2011 Northern,Dendroica petechia,NA,NA,NA,NA,NA,NA,0,-75,0
Tingley 2011 Northern,Dryocopus pileatus,NA,NA,NA,NA,NA,NA,0,0,-63
Tingley 2011 Northern,Empidonax hammondii,NA,NA,NA,NA,NA,NA,-392,-72,-195
Tingley 2011 Northern,Empidonax oberholseri,NA,NA,NA,NA,NA,NA,0,24,214
Tingley 2011 Northern,Empidonax traillii,NA,NA,NA,NA,NA,NA,42,21,218
Tingley 2011 Northern,Euphagus cyanocephalus,NA,NA,NA,NA,NA,NA,0,0,410
Tingley 2011 Northern,Geothlypis trichas,NA,NA,NA,NA,NA,NA,24,48,924
Tingley 2011 Northern,Icteria virens,NA,NA,NA,NA,NA,NA,37,-214,-924
Tingley 2011 Northern,Icterus bullockii,NA,NA,NA,NA,NA,NA,0,96,0
Tingley 2011 Northern,Junco hyemalis,NA,NA,NA,NA,NA,NA,521,37,0
Tingley 2011 Northern,Loxia curvirostra,NA,NA,NA,NA,NA,NA,-392,179,-541
Tingley 2011 Northern,Melanerpes formicivorus,NA,NA,NA,NA,NA,NA,0,-11,-448
Tingley 2011 Northern,Melospiza lincolnii,NA,NA,NA,NA,NA,NA,161,5,10
Tingley 2011 Northern,Melospiza melodia,NA,NA,NA,NA,NA,NA,0,174,406
Tingley 2011 Northern,Myadestes townsendi,NA,NA,NA,NA,NA,NA,70,0,10
Tingley 2011 Northern,Myiarchus cinerascens,NA,NA,NA,NA,NA,NA,0,-16,-448
Tingley 2011 Northern,Nucifraga columbiana,NA,NA,NA,NA,NA,NA,-81,75,0
Tingley 2011 Northern,Oporornis tolmiei,NA,NA,NA,NA,NA,NA,-448,-119,-263
Tingley 2011 Northern,Oreortyx pictus,NA,NA,NA,NA,NA,NA,-448,-214,-127
Tingley 2011 Northern,Passerella iliaca,NA,NA,NA,NA,NA,NA,448,195,692
Tingley 2011 Northern,Passerina amoena,NA,NA,NA,NA,NA,NA,24,-192,775
Tingley 2011 Northern,Petrochelidon pyrrhonota,NA,NA,NA,NA,NA,NA,0,-112,529
Tingley 2011 Northern,Pheucticus melanocephalus,NA,NA,NA,NA,NA,NA,0,-11,-233
Tingley 2011 Northern,Picoides albolarvatus,NA,NA,NA,NA,NA,NA,392,32,34
Tingley 2011 Northern,Picoides nuttallii,NA,NA,NA,NA,NA,NA,0,3,0
Tingley 2011 Northern,Picoides pubescens,NA,NA,NA,NA,NA,NA,0,11,1244
Tingley 2011 Northern,Picoides villosus,NA,NA,NA,NA,NA,NA,448,3,-279
Tingley 2011 Northern,Pipilo chlorurus,NA,NA,NA,NA,NA,NA,-56,51,0
Tingley 2011 Northern,Pipilo crissalis,NA,NA,NA,NA,NA,NA,0,0,0
Tingley 2011 Northern,Pipilo maculatus,NA,NA,NA,NA,NA,NA,0,21,529
Tingley 2011 Northern,Piranga ludoviciana,NA,NA,NA,NA,NA,NA,-43,-5,-263
Tingley 2011 Northern,Poecile gambeli,NA,NA,NA,NA,NA,NA,0,-8,0
Tingley 2011 Northern,Psaltriparus minimus,NA,NA,NA,NA,NA,NA,0,8,-228
Tingley 2011 Northern,Regulus satrapa,NA,NA,NA,NA,NA,NA,-126,-5,-272
Tingley 2011 Northern,Salpinctes obsoletus,NA,NA,NA,NA,NA,NA,79,-102,0
Tingley 2011 Northern,Sayornis nigricans,NA,NA,NA,NA,NA,NA,0,123,538
Tingley 2011 Northern,Sialia currucoides,NA,NA,NA,NA,NA,NA,-67,72,-10
Tingley 2011 Northern,Sialia mexicana,NA,NA,NA,NA,NA,NA,0,0,137
Tingley 2011 Northern,Sitta canadensis,NA,NA,NA,NA,NA,NA,-521,-110,214
Tingley 2011 Northern,Sitta carolinensis,NA,NA,NA,NA,NA,NA,0,134,-371
Tingley 2011 Northern,Sphyrapicus ruber,NA,NA,NA,NA,NA,NA,392,37,678
Tingley 2011 Northern,Spinus pinus,NA,NA,NA,NA,NA,NA,1003,286,476
Tingley 2011 Northern,Spinus psaltria,NA,NA,NA,NA,NA,NA,0,0,-371
Tingley 2011 Northern,Spinus tristis,NA,NA,NA,NA,NA,NA,0,246,1316
Tingley 2011 Northern,Spizella passerina,NA,NA,NA,NA,NA,NA,0,414,204
Tingley 2011 Northern,Stellula calliope,NA,NA,NA,NA,NA,NA,0,198,488
Tingley 2011 Northern,Sturnella neglecta,NA,NA,NA,NA,NA,NA,0,-163,-223
Tingley 2011 Northern,Tachycineta bicolor,NA,NA,NA,NA,NA,NA,0,64,19
Tingley 2011 Northern,Tachycineta thalassina,NA,NA,NA,NA,NA,NA,-13,3,98
Tingley 2011 Northern,Thryomanes bewickii,NA,NA,NA,NA,NA,NA,0,206,477
Tingley 2011 Northern,Troglodytes aedon,NA,NA,NA,NA,NA,NA,24,96,0
Tingley 2011 Northern,Turdus migratorius,NA,NA,NA,NA,NA,NA,-103,11,214
Tingley 2011 Northern,Tyrannus verticalis,NA,NA,NA,NA,NA,NA,0,3,0
Tingley 2011 Northern,Vermivora celata,NA,NA,NA,NA,NA,NA,0,-163,-127
Tingley 2011 Northern,Vermivora ruficapilla,NA,NA,NA,NA,NA,NA,0,-3,279
Tingley 2011 Northern,Vireo cassinii,NA,NA,NA,NA,NA,NA,579,262,0
Tingley 2011 Northern,Vireo gilvus,NA,NA,NA,NA,NA,NA,0,182,-263
Tingley 2011 Northern,Wilsonia pusilla,NA,NA,NA,NA,NA,NA,-24,-438,-541
Tingley 2011 Northern,Zenaida macroura,NA,NA,NA,NA,NA,NA,0,219,889
Tingley 2011 Southern,Agelaius phoeniceus,NA,NA,NA,NA,NA,NA,0,148,2490
Tingley 2011 Southern,Aphelocoma californica,NA,NA,NA,NA,NA,NA,-686,-76,-436
Tingley 2011 Southern,Archilochus alexandri,NA,NA,NA,NA,NA,NA,-152,-419,-1001
Tingley 2011 Southern,Baeolophus inornatus,NA,NA,NA,NA,NA,NA,0,0,0
Tingley 2011 Southern,Callipepla californica,NA,NA,NA,NA,NA,NA,-590,0,0
Tingley 2011 Southern,Carpodacus cassinii,NA,NA,NA,NA,NA,NA,-245,-237,225
Tingley 2011 Southern,Carpodacus mexicanus,NA,NA,NA,NA,NA,NA,0,-561,-1177
Tingley 2011 Southern,Carpodacus purpureus,NA,NA,NA,NA,NA,NA,-825,-393,325
Tingley 2011 Southern,Catharus guttatus,NA,NA,NA,NA,NA,NA,-597,7,0
Tingley 2011 Southern,Certhia americana,NA,NA,NA,NA,NA,NA,389,-79,15
Tingley 2011 Southern,Chamaea fasciata,NA,NA,NA,NA,NA,NA,-93,0,0
Tingley 2011 Southern,Chondestes grammacus,NA,NA,NA,NA,NA,NA,0,53,1321
Tingley 2011 Southern,Colaptes auratus,NA,NA,NA,NA,NA,NA,-590,56,0
Tingley 2011 Southern,Contopus cooperi,NA,NA,NA,NA,NA,NA,-667,7,951
Tingley 2011 Southern,Contopus sordidulus,NA,NA,NA,NA,NA,NA,-590,-89,-225
Tingley 2011 Southern,Corvus brachyrhynchos,NA,NA,NA,NA,NA,NA,-96,10,0
Tingley 2011 Southern,Corvus corax,NA,NA,NA,NA,NA,NA,-68,-205,225
Tingley 2011 Southern,Cyanocitta stelleri,NA,NA,NA,NA,NA,NA,-389,0,312
Tingley 2011 Southern,Dendroica coronata,NA,NA,NA,NA,NA,NA,0,13,0
Tingley 2011 Southern,Dendroica petechia,NA,NA,NA,NA,NA,NA,-96,-73,486
Tingley 2011 Southern,Empidonax oberholseri,NA,NA,NA,NA,NA,NA,0,23,15
Tingley 2011 Southern,Eremophila alpestris,NA,NA,NA,NA,NA,NA,152,-49,-572
Tingley 2011 Southern,Euphagus cyanocephalus,NA,NA,NA,NA,NA,NA,-133,-63,0
Tingley 2011 Southern,Geothlypis trichas,NA,NA,NA,NA,NA,NA,773,56,0
Tingley 2011 Southern,Icterus bullockii,NA,NA,NA,NA,NA,NA,0,69,0
Tingley 2011 Southern,Junco hyemalis,NA,NA,NA,NA,NA,NA,0,3,0
Tingley 2011 Southern,Melospiza melodia,NA,NA,NA,NA,NA,NA,-19,181,1273
Tingley 2011 Southern,Mimus polyglottos,NA,NA,NA,NA,NA,NA,96,221,1213
Tingley 2011 Southern,Molothrus ater,NA,NA,NA,NA,NA,NA,-96,73,1524
Tingley 2011 Southern,Myiarchus cinerascens,NA,NA,NA,NA,NA,NA,77,-3,-667
Tingley 2011 Southern,Nucifraga columbiana,NA,NA,NA,NA,NA,NA,0,30,0
Tingley 2011 Southern,Passer domesticus,NA,NA,NA,NA,NA,NA,0,112,602
Tingley 2011 Southern,Passerculus sandwichensis,NA,NA,NA,NA,NA,NA,0,1217,2503
Tingley 2011 Southern,Passerella iliaca,NA,NA,NA,NA,NA,NA,0,30,654
Tingley 2011 Southern,Passerina amoena,NA,NA,NA,NA,NA,NA,696,1065,447
Tingley 2011 Southern,Passerina caerulea,NA,NA,NA,NA,NA,NA,-96,-82,-251
Tingley 2011 Southern,Petrochelidon pyrrhonota,NA,NA,NA,NA,NA,NA,-19,-79,0
Tingley 2011 Southern,Pheucticus melanocephalus,NA,NA,NA,NA,NA,NA,-96,-3,-523
Tingley 2011 Southern,Picoides albolarvatus,NA,NA,NA,NA,NA,NA,0,26,447
Tingley 2011 Southern,Picoides nuttallii,NA,NA,NA,NA,NA,NA,0,3,360
Tingley 2011 Southern,Picoides pubescens,NA,NA,NA,NA,NA,NA,-590,16,749
Tingley 2011 Southern,Picoides villosus,NA,NA,NA,NA,NA,NA,26,99,-312
Tingley 2011 Southern,Pipilo chlorurus,NA,NA,NA,NA,NA,NA,0,13,-149
Tingley 2011 Southern,Pipilo crissalis,NA,NA,NA,NA,NA,NA,-686,-3,-667
Tingley 2011 Southern,Pipilo maculatus,NA,NA,NA,NA,NA,NA,0,36,245
Tingley 2011 Southern,Piranga ludoviciana,NA,NA,NA,NA,NA,NA,0,-10,-312
Tingley 2011 Southern,Poecile gambeli,NA,NA,NA,NA,NA,NA,-389,-23,0
Tingley 2011 Southern,Psaltriparus minimus,NA,NA,NA,NA,NA,NA,-590,-16,-389
Tingley 2011 Southern,Regulus calendula,NA,NA,NA,NA,NA,NA,385,152,15
Tingley 2011 Southern,Salpinctes obsoletus,NA,NA,NA,NA,NA,NA,26,452,0
Tingley 2011 Southern,Sayornis nigricans,NA,NA,NA,NA,NA,NA,-96,-168,-10
Tingley 2011 Southern,Sialia currucoides,NA,NA,NA,NA,NA,NA,486,132,0
Tingley 2011 Southern,Sialia mexicana,NA,NA,NA,NA,NA,NA,-93,0,15
Tingley 2011 Southern,Sitta canadensis,NA,NA,NA,NA,NA,NA,-158,-23,0
Tingley 2011 Southern,Sitta carolinensis,NA,NA,NA,NA,NA,NA,0,-96,0
Tingley 2011 Southern,Sitta pygmaea,NA,NA,NA,NA,NA,NA,0,43,-15
Tingley 2011 Southern,Sphyrapicus ruber,NA,NA,NA,NA,NA,NA,360,26,654
Tingley 2011 Southern,Sphyrapicus thyroideus,NA,NA,NA,NA,NA,NA,0,-20,0
Tingley 2011 Southern,Spinus lawrencei,NA,NA,NA,NA,NA,NA,667,-10,15
Tingley 2011 Southern,Spinus pinus,NA,NA,NA,NA,NA,NA,0,16,15
Tingley 2011 Southern,Spinus psaltria,NA,NA,NA,NA,NA,NA,184,0,-143
Tingley 2011 Southern,Spizella passerina,NA,NA,NA,NA,NA,NA,200,472,0
Tingley 2011 Southern,Sturnella neglecta,NA,NA,NA,NA,NA,NA,19,-218,1321
Tingley 2011 Southern,Tachycineta thalassina,NA,NA,NA,NA,NA,NA,-1586,-16,-549
Tingley 2011 Southern,Thryomanes bewickii,NA,NA,NA,NA,NA,NA,-683,-703,-1567
Tingley 2011 Southern,Troglodytes aedon,NA,NA,NA,NA,NA,NA,-590,-59,297
Tingley 2011 Southern,Turdus migratorius,NA,NA,NA,NA,NA,NA,-1416,-468,15
Tingley 2011 Southern,Tyrannus verticalis,NA,NA,NA,NA,NA,NA,0,0,0
Tingley 2011 Southern,Vireo cassinii,NA,NA,NA,NA,NA,NA,-278,-360,-512
Tingley 2011 Southern,Vireo gilvus,NA,NA,NA,NA,NA,NA,-56,327,742
Tingley 2011 Southern,Wilsonia pusilla,NA,NA,NA,NA,NA,NA,-19,-1069,-653
Tingley 2011 Southern,Zenaida macroura,NA,NA,NA,NA,NA,NA,0,142,293
Tingley 2011 Southern,Zonotrichia leucophrys,NA,NA,NA,NA,NA,NA,-634,102,0
Wen et al. 2017,Apodemus chevrieri,1550,1895,2800,1550,2070,2800,0,180,0
Wen et al. 2017,Apodemus drago,1550,2385,3050,1550,2140,3050,0,-235,0
Wen et al. 2017,Apodemus latronum,1800,2975,3500,1550,2300,3500,-250,-660,0
Wen et al. 2017,Caryomys eva,2060,2620,2800,2200,2610,2800,140,-5,0
Wen et al. 2017,Eothenomys melanogaster,1550,1580,1550,1550,1725,1800,0,175,250
Wen et al. 2017,Micromys minutus,1550,1660,1800,1550,1550,1550,0,-100,-250
Wen et al. 2017,Microtus oeconomus,2800,3250,3500,3050,3350,3500,250,105,0
Wen et al. 2017,Niviventer andersoni,1550,1565,1550,1550,1700,1930,0,150,380
Wen et al. 2017,Niviventer confucianus,1550,1820,3030,1550,2135,3050,0,325,20
Wen et al. 2017,Niviventer fulvescens,1550,1550,1550,1550,1550,1550,0,0,0
Wen et al. 2017,Rattus norvegicus,1550,1580,1550,1550,1870,1930,0,335,380
Zorio et al. 2016,Achillea millefolium,2542,3317,3898,2542,3217,3850,0,-100,-48
Zorio et al. 2016,Acomastylis rossii,3363,3712,4013,3362,3730,3898,-1,18,-115
Zorio et al. 2016,Agastache urticifolia,2542,2837,3110,2599,3026,3652,57,189,542
Zorio et al. 2016,Agoseris glauca,3361,3463,3672,2529,2997,3627,-832,-466,-45
Zorio et al. 2016,Amelanchier alnifolia,2529,2820,3110,2529,2788,2929,0,-32,-181
Zorio et al. 2016,Anemone multifida,3629,3767,4013,3408,3719,3875,-221,-49,-138
Zorio et al. 2016,Anticlea elegans,3052,3480,3850,2929,3273,3872,-123,-207,22
Zorio et al. 2016,Aquilegia coerulea,3124,3420,3619,3132,3341,3695,8,-79,76
Zorio et al. 2016,Aquilegia elegantula,3042,3192,3410,3042,3178,3398,0,-14,-12
Zorio et al. 2016,Arnica cordifolia,3002,3234,3520,3039,3217,3619,37,-17,99
Zorio et al. 2016,Artemisia frigida,2542,2884,3110,2587,2803,2910,45,-80,-200
Zorio et al. 2016,Artemisia scopulorum,3629,3814,4013,3591,3759,4004,-38,-55,-9
Zorio et al. 2016,Bistorta bistortoides,3361,3654,3898,2929,3639,3839,-432,-14,-59
Zorio et al. 2016,Boechera stricta,2542,2877,3110,2587,3324,3872,45,447,762
Zorio et al. 2016,Bromelica spectabilis,3124,3328,3554,2801,3124,3672,-323,120,118
Zorio et al. 2016,Bromopsis ciliata,3132,3392,3658,2792,3291,3672,-340,-101,14
Zorio et al. 2016,Bromus frondosus,2542,2855,3110,2542,2855,3110,0,23,0
Zorio et al. 2016,Calamagrostis purpurascens,3366,3578,3850,3366,3580,3850,0,3,0
Zorio et al. 2016,Campanula parryi,2751,2822,2976,2792,2873,2976,41,51,0
Zorio et al. 2016,Campanula rotundifolia,2587,3199,3627,2801,3387,3672,214,188,45
Zorio et al. 2016,Carex geyeri,3039,3269,3520,3039,3294,3627,0,25,107
Zorio et al. 2016,Castilleja linariaefolia,2542,2774,3081,2542,2803,3081,0,30,0
Zorio et al. 2016,Castilleja miniata,3039,3482,3850,2839,3376,3735,-200,-106,-115
Zorio et al. 2016,Castilleja rhexiifolia,3039,3447,3850,2751,3342,3671,-288,-105,-179
Zorio et al. 2016,Chamerion danielsii,3053,3234,3410,3039,3211,3436,-14,-23,26
Zorio et al. 2016,Chrysothamnus spp.,2542,2807,3052,2584,2835,2929,42,28,-123
Zorio et al. 2016,Delphinium barbeyi,3042,3482,3850,2873,3469,3672,-169,7,-178
Zorio et al. 2016,Dryas octopetala,3549,3756,3898,3645,3791,3874,96,35,-24
Zorio et al. 2016,Elymus scribneri,3629,3807,4013,3124,3715,4004,-505,-93,-9
Zorio et al. 2016,Elymus trachycaulus,2529,3493,4013,2835,3682,4004,306,189,-9
Zorio et al. 2016,Eremogone congesta,2529,3068,3840,2584,3158,3831,55,90,-9
Zorio et al. 2016,Erigeron coulteri,3366,3564,3850,3124,3569,3850,-242,4,0
Zorio et al. 2016,Erigeron elatior,3124,3504,3658,3053,3457,3850,-71,-48,192
Zorio et al. 2016,Erigeron glacialis,3042,3558,4004,3368,3582,3898,326,24,-106
Zorio et al. 2016,Erigeron pinnatisectus,3629,3794,4013,3764,3726,4013,135,-68,0
Zorio et al. 2016,Erigeron speciosus,2529,2878,3110,2542,3079,3672,13,201,562
Zorio et al. 2016,Eriogonum umbellatum,2529,2854,3110,2529,2874,3658,0,21,548
Zorio et al. 2016,Erythronium grandiflorum,3361,3577,3850,3132,3439,3627,-229,-138,-223
Zorio et al. 2016,Festuca thurberi,2529,2972,3530,2736,3073,3850,207,101,320
Zorio et al. 2016,Fragaria virginiana,3002,3265,3672,2856,3378,3751,-146,113,79
Zorio et al. 2016,Frasera speciosa,3371,3520,3627,2873,3375,3612,-498,-145,-15
Zorio et al. 2016,Galium septentrionale,2584,2932,3110,2542,2964,3653,-42,33,543
Zorio et al. 2016,Geranium richardsonii,3042,3256,3520,2792,3226,3436,-250,-33,-84
Zorio et al. 2016,Helianthella quinquenervis,2529,3398,3850,2542,3326,3672,13,-72,-178
Zorio et al. 2016,Heterotheca villosa,2761,3167,3850,2599,3384,3658,-162,217,-192
Zorio et al. 2016,Ipomopsis aggregata,2529,2798,3110,2684,3259,3735,155,462,625
Zorio et al. 2016,Ivesia gordonii,3642,3795,4004,3409,3702,3850,-233,-93,-154
Zorio et al. 2016,Koeleria macrantha,2835,3103,3273,2529,3020,3667,-306,-83,394
Zorio et al. 2016,Lathyrus leucanthus,2529,3089,3530,2542,3087,3672,13,-2,142
Zorio et al. 2016,Ligusticum porteri,3002,3468,3850,2599,3436,3615,-403,-43,-235
Zorio et al. 2016,Linum lewisii,2542,2820,3052,2684,3166,3441,142,346,389
Zorio et al. 2016,Mahonia repens,2529,2815,3110,2584,2915,3219,55,100,109
Zorio et al. 2016,Maianthemum stellatum,2584,2663,3110,2684,3134,3410,100,471,300
